4,2,0.21077,2,2.039479,
4,2,0.50301,3,7.050688,
4,2,0.50301,3,6.321543,
4,2,0.30664,2,-7.347104,
4,2,0.5031,3,4.850391,
4,2,0.62388,3,-3.038941,
4,2,0.60575,3,-6.971066,
4,2,0.80396,3,-8.147504,
4,2,0.62274,3,-5.866283,
4,2,0.62274,3,-11.81346,
4,2,0.67,3,-3.036244,
4,2,0.55699,3,-17.66828,
4,2,0.69277,3,3.494018,
4,2,0.80642,3,8.936682,
4,2,0.50831,3,23.63873,
4,2,0.32541,2,-4.56823,
4,2,0.5736,3,-8.953008,
4,2,0.5736,3,-2.817352,
4,2,0.64897,3,2.987251,
4,2,0.078879,2,-6.252434,
4,2,0.078879,2,8.008657,
4,2,0.0012447,2,-2.328512,
4,2,0.36719,2,-11.33549,
4,2,0.54837,3,-1.035859,
4,2,0.60747,3,10.49375,
4,2,0.42917,3,-5.46118,
4,2,0.22734,2,-15.93142,
4,2,0.35941,2,-11.60953,
4,2,0.62127,3,-16.10649,
4,2,0.62127,3,-4.435908,
4,2,0.56366,3,-1.543761,
4,2,0.051412,2,9.370255,
4,2,0.22424,2,6.708245,
4,2,0.47346,3,8.587401,
4,2,0.43963,3,-7.163912,
4,2,0.42364,3,-12.56767,
4,2,0.73548,3,-10.95614,
4,2,0.45984,3,-7.203802,
4,2,0.45984,3,-14.90662,
4,2,0.64577,3,-3.504413,
4,2,0.5337,3,9.651402,
4,2,0.68075,3,-13.96889,
4,2,0.93886,3,-2.785561,
4,2,1.266,3,-7.122122,
4,2,1.266,3,-2.123559,
4,2,1.3549,1,-5.912903,
4,2,1.2768,3,-0.4640915,
4,2,0.93106,3,-0.6977003,
4,2,0.9848,3,4.432347,
4,2,0.94121,3,-6.240621,
4,2,1.1385,3,2.771295,
4,2,1.1385,3,-11.93332,
4,2,1.4972,1,-1.025821,
4,2,1.0094,3,3.265053,
4,2,0.83531,3,-2.197844,
4,2,1.0095,3,1.767477,
4,2,0.65928,3,-6.054801,
4,2,0.85633,3,-2.310984,
4,2,0.85633,3,-2.013084,
4,2,1.1742,3,-5.234282,
4,2,1.3397,1,11.16706,
4,2,1.6249,1,-4.109867,
4,2,1.6098,1,3.169363,
4,2,1.451,1,-1.991059,
4,2,1.1422,3,-11.43412,
4,2,0.97249,3,-10.94463,
4,2,1.143,3,8.921601,
4,2,0.84467,3,-0.2594389,
4,2,0.76428,3,4.409009,
4,2,0.99114,3,0.9598148,
4,2,0.92536,3,0.5292029,
4,2,0.70063,3,-7.390018,
4,2,0.70063,3,-7.258889,
4,2,0.70063,3,-9.172946,
4,2,0.70063,3,0.3246844,
4,2,0.70063,3,18.08907,
4,2,0.95525,3,-5.025651,
4,2,0.40354,3,-7.015438,
4,2,0.6231,3,-1.043725,
4,2,0.53716,3,-0.6371419,
4,2,0.3766,3,0.08258033,
4,2,0.81223,3,3.575068,
4,2,1.0851,3,0.7830253,
4,2,0.96955,3,3.141276,
4,2,0.83943,3,-2.910686,
4,2,0.60864,3,0.3589915,
4,2,0.60993,3,-5.576201,
4,2,0.92183,3,-8.272944,
4,2,1.4861,1,1.277662,
4,2,1.16,3,-2.379709,
4,2,1.461,1,-3.658565,
4,2,1.453,1,-6.32316,
4,2,0.35393,2,-5.442047,
4,2,0.35393,2,14.82309,
4,2,0.26266,2,10.5002,
4,2,0.19439,2,2.160893,
4,2,0.22888,2,-9.963288,
4,2,0.23709,2,-4.467444,
4,2,0.50042,3,-3.294603,
4,2,0.38421,3,7.046628,
4,2,0.82285,3,-7.314449,
4,2,1.3097,1,17.98138,
4,2,1.6035,1,2.928897,
4,2,1.0373,3,5.564611,
4,2,0.96293,3,-4.388466,
4,2,1.0767,3,-5.298504,
4,2,1.247,3,-2.026547,
4,2,1.247,3,3.190615,
4,2,1.4499,1,-4.040149,
4,2,1.4499,1,1.259556,
4,2,1.4322,1,-3.101085,
4,2,0.84864,3,-0.9753006,
4,2,0.78429,3,-2.832473,
4,2,0.9231,3,3.127837,
4,2,1.1996,3,4.006623,
4,2,0.96488,3,3.458391,
4,2,1.0494,3,3.199572,
4,2,1.1828,3,6.797746,
4,2,1.5603,1,19.6694,
4,2,1.6816,1,-1.396351,
4,2,1.9801,1,7.773592,
4,2,2.2624,1,1.334381,
4,2,2.7473,1,-5.92346,
4,2,2.7473,1,-5.969423,
4,2,2.6097,1,-2.781693,
4,2,2.6097,1,-6.590359,
4,2,1.9225,1,-1.702578,
4,2,0.952,3,7.305324,
