"","V1","V2"
"1",-1.80456337604401,-0.458047905941817
"2",-1.58594793167449,-0.586662297270615
"3",-1.42590911429631,0.596949359710802
"4",-1.35559388753299,-0.107763028915201
"5",-1.28365561417914,-0.236326996965026
"6",-1.1957735148911,0.0729933780541142
"7",-1.17703610415708,-0.381324484602096
"8",-1.14408658648598,0.222354542896239
"9",-1.11102663653128,-0.459379167322124
"10",-1.05764758636221,-0.658331611497787
"11",-1.03448078512934,-0.0689654820885014
"12",-0.99524872644724,-0.989571344893621
"13",-0.978639886980501,0.0228681990951918
"14",-0.972724280330169,-1.09755965283613
"15",-0.950085442206173,-0.447698161390877
"16",-0.933582635330467,-1.62674627850009
"17",-0.907965865287779,0.0482949311748053
"18",-0.883056785795615,-0.123815916854712
"19",-0.851066401105645,0.757511860385776
"20",-0.830374206961003,-0.447751298412225
"21",-0.813391833594734,0.163603421509723
"22",-0.790545329981247,0.219367549438981
"23",-0.768414216380288,0.51148199272609
"24",-0.755575473480184,-0.0629456817165863
"25",-0.732433090541098,0.812350959547661
"26",-0.701987217929221,-0.499838311045905
"27",-0.67891830985612,0.569849226118254
"28",-0.653269642042271,0.0934801333205306
"29",-0.625718547159438,-0.36422011471038
"30",-0.611051072040963,-0.694905364761216
"31",-0.599958347138839,0.204292022487585
"32",-0.5726938922272,0.174941903592118
"33",-0.553585587409188,0.387511781088644
"34",-0.535590844781647,0.0463264266233054
"35",-0.520015933069791,-0.197710966127754
"36",-0.499046998262246,-0.75040695211229
"37",-0.470186774854028,-0.387125955747653
"38",-0.440098817233043,0.688051057332746
"39",-0.422552623263419,1.14241303898455
"40",-0.398989629714261,0.21726457733719
"41",-0.375160454764378,0.304876505801397
"42",-0.349735951287174,1.634317230642
"43",-0.338364065891232,0.995556376846587
"44",-0.324954022910397,-0.786653563384064
"45",-0.31560621608311,0.0802067887033247
"46",-0.292779511086207,0.775885258514536
"47",-0.264613779150789,0.249635981085287
"48",-0.232311676241954,-0.820571585222043
"49",-0.206979566308802,0.397900028849587
"50",-0.179048997941464,0.214994159415576
"51",-0.138419596897874,0.310745648759153
"52",-0.111273273731845,-0.880507258118753
"53",-0.0956215873845733,-1.0496713886273
"54",-0.0728641775457095,0.547755258411108
"55",-0.048506159548435,-0.222374407014584
"56",-0.0251044147321136,0.028949347626896
"57",-0.00505127593384089,-0.231113298035138
"58",0.0108690116450721,-0.747784149132379
"59",0.0279327793239601,-1.84775656344744
"60",0.0453080452370854,-0.0423089732694008
"61",0.0659791208573721,-1.20060687911512
"62",0.0852029176054511,-0.16616184352703
"63",0.107842195698703,-1.71535836542086
"64",0.124363041313964,-0.713241702185693
"65",0.159441790206232,-0.178611657644057
"66",0.208006696760865,1.03440466054412
"67",0.225148558982941,-0.185465659444468
"68",0.248893479820033,0.363063856024111
"69",0.277717845733773,0.437548745156482
"70",0.305883137699933,-0.488354696098645
"71",0.344347670012501,-0.785043397593955
"72",0.3785658390373,0.218257785802877
"73",0.420000383821928,1.50246961758967
"74",0.454785233250255,-1.2862192751494
"75",0.501712794213484,-0.156035027901501
"76",0.551771176412351,0.596314080347425
"77",0.564332298711038,-0.842209646823938
"78",0.609582476880441,0.526549207679185
"79",0.657244566518894,0.732167510738772
"80",0.726024080589264,-2.572831171085
"81",0.77333089505237,-0.401092370344288
"82",0.834304914527259,0.179518739015265
"83",0.926734976029007,-2.33470147475536
"84",0.975285583582775,0.831683705063251
"85",1.05995414741478,-0.226109834205291
"86",1.11804350845355,0.68339378402515
"87",1.20092381723886,-0.138298486316885
"88",1.27893762606811,1.27864829648556
"89",1.38067237740992,0.551858652285361
"90",1.44427081350519,-0.830600745107168
"91",1.54904729230801,1.68127001824322
"92",1.62281913754207,-1.46539857675008
"93",1.74050739414173,3.64279308454162
"94",1.87220515183542,0.677874030428387
"95",1.96005733321396,-0.03315795508524
"96",2.31287572022879,1.81427663059291
"97",2.64622370772677,0.631352378846249
"98",2.88597901496033,4.44013758516753
"99",3.31575572455591,-1.32097439013921
