subj,txt_no,lang,CWred,CWnored,SYL,CLred,CLnored,mu_stat
SHE,2,RE,9,4,32,1.7788,0.73328,-19.42459
SHE,2,RE,9,3,34,1.6033,0.29969,0.7099283
SHE,2,RE,10,3,36,1.7183,0.29969,-0.2820191
SHE,2,RE,10,3,36,1.7183,0.29969,4.337884
SHE,2,RE,11,3,42,2.1181,0.29969,3.128635
SHE,2,RE,8,2,31,1.5783,0.29969,6.945469
SHE,2,RE,8,2,31,1.5783,0.29969,2.608416
SHE,2,RE,9,2,35,1.8867,0.29969,-0.1527577
SHE,2,RE,10,2,39,2.057,0.29969,4.100384
SHE,2,RE,10,2,39,2.057,0.29969,7.298985
SHE,2,RE,11,2,42,2.057,0.29969,-2.841886
SHE,2,RE,11,2,42,2.057,0.29969,2.452969
SHE,2,RE,10,1,40,1.9688,0.21148,1.844691
SHE,2,RE,10,1,40,1.9688,0.21148,-0.7864528
SHE,2,RE,8,0,31,1.4916,0,-6.175018
SHE,2,RE,9,1,32,1.5199,0.02835,-3.487307
SHE,2,RE,10,2,36,1.6894,0.19785,-12.27487
SHE,2,RE,11,3,38,1.9369,0.44534,4.180726
SHE,2,RE,3,3,10,0.75919,0.75919,-5.600607
SHE,2,RE,4,3,13,0.91912,0.75919,5.245581
SHE,2,RE,3,2,9,0.74962,0.58969,-4.378428
SHE,2,RE,4,3,14,0.92666,0.76673,0.07365067
SHE,2,RE,4,3,15,0.83434,0.67441,5.913086
SHE,2,RE,5,3,20,1.188,0.67441,-0.4608774
SHE,2,RE,5,3,20,1.188,0.67441,3.494201
SHE,2,RE,6,3,26,1.5255,0.67441,-0.4428755
SHE,2,RE,6,3,26,1.5255,0.67441,-2.113118
SHE,2,RE,6,2,27,1.8389,0.51924,-7.009289
SHE,2,RE,6,1,25,1.6237,0.17704,15.07485
SHE,2,RE,5,1,19,1.4998,0.21302,1.725791
SHE,2,RE,6,2,24,1.687,0.40023,2.901559
SHE,2,RE,6,2,24,1.687,0.40023,-5.497663
SHE,2,RE,2,2,9,0.56935,0.56935,8.94028
SHE,2,RE,2,2,7,0.70882,0.70882,-10.06483
SHE,2,RE,2,2,7,0.70882,0.70882,-5.684342
SHE,2,RE,2,2,7,0.59058,0.59058,3.743532
SHE,2,RE,2,2,7,0.59058,0.59058,-1.51059
SHE,2,RE,3,3,13,0.79033,0.79033,1.908291
SHE,2,RE,3,3,13,0.79033,0.79033,-3.653881
SHE,2,RE,4,3,19,0.9116,0.79033,-4.87092
SHE,2,RE,5,3,24,1.2348,0.79033,4.191226
SHE,2,RE,6,4,26,1.526,1.0816,-11.75948
SHE,2,RE,6,3,23,1.359,0.83882,-7.167379
SHE,2,RE,5,2,19,1.0951,0.57492,-0.5680833
SHE,2,RE,6,2,25,1.0951,0.57492,4.063592
SHE,2,RE,6,2,25,1.0951,0.57492,5.302126
SHE,2,RE,5,1,22,0.81139,0.29125,4.581259
SHE,2,RE,6,1,25,0.94098,0.29125,-10.01081
SHE,2,RE,4,1,16,0.41188,0.2066,8.682485
SHE,2,RE,5,2,18,0.41942,0.21414,-1.465318
SHE,2,RE,7,4,23,0.82894,0.62366,-0.1739441
SHE,2,RE,8,4,25,0.98887,0.62366,8.585723
SHE,2,RE,9,4,30,1.3846,0.62366,1.157436
SHE,2,RE,9,4,30,1.3846,0.62366,-3.978097
SHE,2,RE,10,4,36,1.6485,0.62366,-2.737478
SHE,2,RE,7,4,23,1.4157,0.59621,0.2041206
SHE,2,RE,8,4,27,1.5868,0.59621,-14.82704
SHE,2,RE,8,4,27,1.7547,0.76415,-1.052391
SHE,2,RE,8,4,27,1.7547,0.76415,4.073526
SHE,2,RE,9,5,32,1.956,0.9654,-2.063988
SHE,2,RE,9,5,31,1.7618,0.7712,-2.825957
SHE,2,RE,9,5,31,1.7618,0.7712,7.622117
SHE,2,RE,10,6,34,1.7618,0.7712,-5.794091
SHE,2,RE,9,5,32,1.5803,0.58977,-3.674665
SHE,2,RE,10,5,36,1.8669,0.58977,-2.297775
SHE,2,RE,10,5,36,1.8669,0.58977,2.191425
SHE,2,RE,9,4,37,1.5631,0.41429,3.877092
SHE,2,RE,6,3,24,0.87351,0.23514,0.4584039
SHE,2,RE,7,3,30,1.0422,0.23514,-9.133808
SHE,2,RE,8,3,32,1.1572,0.23514,-0.1998797
SHE,2,RE,8,3,32,1.1572,0.23514,1.473777
SHE,2,RE,9,3,38,1.1627,0.23514,6.339875
SHE,2,RE,9,3,38,1.1627,0.23514,0.0882816
SHE,2,RE,8,2,33,0.96149,0.033886,9.727429
SHE,2,RE,7,1,31,0.92761,-1.1102e-16,2.039742
SHE,2,RE,8,2,35,1.1521,0.22446,15.27463
SHE,2,RE,9,3,38,1.1521,0.22446,-6.990228
SHE,2,RE,9,3,38,1.3282,0.40061,8.585224
SHE,2,RE,10,4,44,1.6326,0.70497,4.449333
SHE,2,RE,11,5,45,1.8062,0.87859,-7.453013
SHE,2,RE,4,4,13,0.65412,0.65412,-1.718479
SHE,2,RE,4,3,15,0.95983,0.65412,-0.5061058
SHE,2,RE,5,3,20,0.95983,0.65412,-0.5810649
SHE,2,RE,5,3,20,0.95983,0.65412,-3.014647
SHE,2,RE,5,2,20,0.86324,0.47798,0.9841088
SHE,2,RE,4,0,18,0.77046,0,-8.816535
SHE,2,RE,4,0,18,0.77046,0,0.9857816
SHE,2,RE,5,1,22,1.0662,0.29573,4.004767
SHE,2,RE,6,1,28,1.4659,0.29573,12.27874
SHE,2,RE,6,1,28,1.4659,0.29573,6.599168
SHE,2,RE,7,2,30,1.4659,0.29573,0.2293869
SHE,2,RE,7,2,30,1.4659,0.29573,-3.866462
SHE,2,RE,3,2,10,0.44538,0.045667,0.1289171
SHE,2,RE,3,2,10,0.44538,0.045667,1.858436
SHE,2,RE,4,3,13,0.44538,0.045667,-0.5276972
SHE,2,RE,4,3,13,0.44538,0.045667,-0.7785701
SHE,2,RE,5,4,21,0.78825,0.38854,-6.44121
SHE,2,RE,6,5,26,1.0778,0.6781,12.51198
SHE,2,RE,4,4,20,0.70268,0.70268,2.171343
SHE,2,RE,3,3,17,0.70268,0.70268,-4.788064
SHE,2,RE,4,3,24,0.89506,0.70268,9.385045
SHE,2,RE,5,4,28,1.0163,0.82396,2.843198
SHE,2,RE,5,3,26,0.79474,0.48109,-11.85623
SHE,2,RE,6,4,31,1.1179,0.80426,4.524313
SHE,2,RE,7,5,33,1.4092,1.0955,-0.8920987
SHE,2,RE,6,4,28,1.1196,0.80596,1.779893
SHE,2,RE,4,3,15,0.87271,0.75144,-3.803976
SHE,2,RE,6,5,18,1.0055,0.88423,-2.310437
SHE,2,RE,6,5,18,1.0055,0.88423,0.06270525
SHE,2,RE,5,5,12,0.85925,0.85925,5.307522
SHE,2,RE,4,4,10,0.56799,0.56799,4.640395
SHE,2,RE,4,4,14,0.48533,0.48533,-3.044126
SHE,2,RE,3,3,13,0.44076,0.44076,-3.019815
SHE,2,RE,2,2,8,0.14256,0.14256,-3.034356
SHE,2,RE,2,2,8,0.14256,0.14256,2.030711
SHE,2,RE,2,2,7,0.29381,0.29381,-3.401469
SHE,2,RE,3,3,10,0.55282,0.55282,-0.403079
SHE,2,RE,4,4,13,0.55282,0.55282,-7.628629
SHE,2,RE,4,4,16,0.77,0.77,6.064436
SHE,2,RE,4,4,16,0.77,0.77,7.615211
SHE,2,RE,4,3,14,0.92721,0.61321,-1.869493
SHE,2,RE,4,2,15,1.111,0.3542,-5.2351
SHE,2,RE,3,1,12,1.111,0.3542,6.334338
SHE,2,RE,4,2,17,1.111,0.3542,-17.69506
SHE,2,RE,5,2,20,1.1905,0.3542,12.18056
SHE,2,RE,5,2,20,1.1905,0.3542,-12.71144
SHE,2,RE,6,3,24,1.3669,0.53055,2.531411
SHE,2,RE,6,2,24,1.2084,0.17636,-9.390422
SHE,2,RE,6,2,24,1.2084,0.17636,-0.5299441
SHE,2,RE,7,2,28,1.2084,0.17636,-0.8307545
SHE,2,RE,6,2,25,0.72624,0.0082095,1.960255
SHE,2,RE,7,3,27,0.93851,0.22048,-5.114383
SHE,2,RE,7,3,27,0.93851,0.22048,1.626739
SHE,2,RE,5,3,21,0.80253,0.60685,6.391333
SHE,2,RE,6,4,25,1.0038,0.80808,-3.199585
SHE,2,RE,7,4,28,1.1399,0.80808,-2.369797
SHE,2,RE,4,3,15,0.93605,0.79987,-7.080445
SHE,2,RE,5,3,21,1.4135,0.79987,1.400934
SHE,2,RE,4,2,19,1.2012,0.5876,-6.28463
SHE,2,RE,5,2,23,1.6366,0.5876,1.112109
SHE,2,RE,5,2,22,1.2558,0.20678,-0.8079044
SHE,2,RE,4,1,18,1.0546,0.0055497,7.577361
SHE,2,RE,4,1,18,1.0546,0.0055497,6.122026
SHE,2,RE,5,2,20,1.0621,0.013088,-5.238581
SHE,2,RE,6,3,24,1.2866,0.23755,11.85865
SHE,2,RE,7,4,27,1.2866,0.23755,1.642061
SHE,2,RE,8,5,29,1.3748,0.32576,-0.4258487
SHE,2,RE,5,4,13,0.39977,0.32021,-6.613655
SHE,2,RE,6,5,17,0.70544,0.62588,4.183249
SHE,2,RE,6,5,17,0.70544,0.62588,1.493063
SHE,2,RE,7,5,22,0.90507,0.62588,4.289962
SHE,2,RE,8,5,25,1.0806,0.62588,1.645578
SHE,2,RE,7,4,23,1.073,0.61834,-1.101981
SHE,2,RE,8,4,25,1.2411,0.61834,-2.237216
SHE,2,RE,7,3,23,1.2119,0.58908,-3.419757
SHE,2,RE,7,2,23,1.1345,0.50087,-0.610153
SHE,2,RE,5,1,17,0.7493,0.1952,-4.309141
SHE,2,RE,6,2,23,1.1178,0.56374,-6.547884
SHE,2,RE,7,2,28,1.2454,0.56374,5.761281
SHE,2,RE,7,2,28,1.2454,0.56374,-8.549083
SHE,2,RE,8,2,33,1.4069,0.56374,-8.108241
SHE,2,RE,8,2,33,1.4069,0.56374,18.64861
SHE,2,RE,9,3,38,1.5432,0.69998,8.72391
SHE,2,RE,10,3,42,1.873,0.69998,-8.833881
SHE,2,RE,11,3,47,2.1564,0.69998,-10.89593
SHE,2,RE,11,3,47,2.1564,0.69998,9.25855
SHE,2,RE,8,3,39,1.6769,0.76373,2.210481
SHE,2,RE,8,3,39,1.6769,0.76373,7.217385
SHE,2,RE,9,4,44,2.0228,1.1096,3.375025
SHE,2,RE,9,4,44,2.0228,1.1096,1.058869
SHE,2,RE,10,4,50,2.0283,1.1096,-1.402201
SHE,2,RE,8,3,42,1.649,0.74105,-5.689006
SHE,2,RE,5,2,27,1.2236,0.60481,-17.9726
SHE,2,RE,5,2,27,1.2236,0.60481,-8.501261
SHE,2,RE,3,2,14,0.58667,0.58112,3.374686
SHE,2,RE,4,3,17,0.69127,0.68572,4.238586
SHE,2,RE,4,3,17,0.50221,0.49666,-3.26287
SHE,2,RE,3,3,11,0.55147,0.55147,-7.472286
SHE,2,RE,3,3,11,0.61714,0.61714,-4.784377
SHE,2,RE,4,4,15,0.61714,0.61714,6.030229
SHE,2,RE,4,4,15,0.61714,0.61714,-11.54737
SHE,2,RE,4,4,15,0.70577,0.70577,2.292704
SHE,2,RE,4,4,14,0.56713,0.56713,-2.7609
SHE,2,RE,4,4,13,0.48508,0.48508,-4.117321
SHE,2,RE,4,4,12,0.78476,0.78476,1.488986
SHE,2,RE,5,5,15,0.95762,0.95762,-3.32481
SHE,2,RE,5,5,13,0.85854,0.85854,-6.338752
SHE,2,RE,5,4,17,0.89986,0.7071,-1.214453
SHE,2,RE,5,4,20,0.81165,0.61889,-2.031023
SHE,2,RE,4,3,17,0.51196,0.3192,-4.818958
SHE,2,RE,4,3,17,0.51196,0.3192,-0.897052
SHE,2,RE,4,2,16,0.37822,0.14634,0.726788
SHE,2,RE,5,3,16,0.42363,0.19175,8.979439
SHE,2,RE,6,3,19,0.7271,0.19175,-12.60001
SHE,2,RE,6,3,11,0.88232,0.49641,4.409643
SHE,2,RE,8,4,16,0.89053,0.49641,6.850782
SHE,2,RE,9,5,17,1.4288,1.0347,-11.19393
SHE,2,RE,10,5,20,1.6049,1.0347,0.3042052
SHE,2,RE,9,4,18,1.6298,0.87128,11.30353
SHE,2,RE,9,4,18,1.6298,0.87128,0.8271337
SHE,2,RE,8,3,17,1.6015,0.84293,-9.544178
SHE,2,RE,7,2,18,1.4775,0.53826,-1.458996
SHE,2,RE,7,2,18,1.4775,0.53826,-3.852519
SHE,2,RE,6,2,22,1.7454,0.84951,-6.742169
SHE,2,RE,7,2,26,2.2141,0.84951,2.983778
SHE,2,RE,7,3,26,2.0054,0.649,-8.90312
SHE,2,RE,7,3,26,2.0054,0.649,2.608028
SHE,2,RE,8,4,28,2.0054,0.649,4.531999
SHE,2,RE,8,4,28,2.0054,0.649,-0.2574795
SHE,2,RE,8,4,28,2.0054,0.649,-14.28428
SHE,2,RE,8,4,28,2.0054,0.649,0.7736157
SHE,2,RE,10,5,32,2.2475,0.82045,-5.374932
SHE,2,RE,11,5,34,2.3271,0.82045,-3.872182
SHE,2,RE,8,5,20,1.4365,0.81758,4.511712
SHE,2,RE,8,5,20,1.4365,0.81758,-6.12634
SHE,2,RE,9,5,24,1.6467,0.81758,-1.486885
SHE,2,RE,10,6,30,1.9786,1.1495,0.08076465
SHE,2,RE,8,5,24,1.383,1.0225,-3.814781
SHE,2,RE,9,6,30,1.6628,1.3023,8.183099
SHE,2,RE,10,7,33,1.6628,1.3023,5.798006
SHE,2,RE,9,6,30,1.452,1.0916,-6.017863
SHE,2,RE,8,5,28,1.452,1.0916,-4.482934
SHE,2,RE,7,5,26,1.4603,1.1706,-0.3452224
SHE,2,RE,9,7,29,1.4887,1.1989,-6.513416
SHE,2,RE,9,8,30,1.4132,1.2031,11.07061
SHE,2,RE,8,7,24,1.1796,0.87114,-5.807447
SHE,2,RE,8,7,23,0.89977,0.59134,-0.3502873
SHE,2,RE,7,6,20,0.89977,0.59134,7.138873
SHE,2,RE,7,6,20,0.89977,0.59134,1.549405
SHE,2,RE,8,6,28,0.91063,0.59134,-4.888271
SHE,2,RE,7,4,26,0.88919,0.34085,2.632384
SHE,2,RE,6,3,25,0.86084,0.3125,6.986065
SHE,2,RE,7,3,32,1.3251,0.3125,4.466494
SHE,2,RE,7,2,29,1.0485,0.0075385,9.61545
SHE,2,RE,7,1,31,1.2726,0,4.506292
SHE,2,RE,7,1,31,1.2726,0,3.0287
SHE,2,RE,6,0,28,0.97234,0,-9.469305
SHE,2,RE,6,0,28,0.97234,0,-3.380865
SHE,2,RE,7,1,30,1.1193,0.14695,-1.876811
SHE,2,RE,9,2,32,1.3144,0.3082,3.800277
SHE,2,RE,10,3,36,1.5451,0.53886,-11.31547
SHE,2,RE,11,4,39,1.9217,0.91543,9.7138
SHE,2,RE,12,4,41,2.3433,0.91543,-1.624549
SHE,2,RE,12,4,41,2.3433,0.91543,8.330137
SHE,2,RE,14,4,47,2.7862,0.91543,7.176295
SHE,2,RE,8,3,19,1.8301,0.76848,2.904866
SHE,2,RE,9,3,20,2.0091,0.76848,-1.065484
SHE,2,RE,8,3,24,2.0012,0.79445,1.288248
SHE,2,RE,8,3,24,2.0012,0.79445,4.679946
SHE,2,RE,8,2,27,1.9447,0.56379,9.079439
SHE,2,RE,9,3,29,1.9447,0.56379,10.31708
SHE,2,RE,8,2,26,1.5681,0.18721,-0.5406962
SHE,2,RE,9,2,28,1.7048,0.18721,0.4137553
SHE,2,RE,4,1,13,0.52835,0,6.27597
SHE,2,RE,5,1,14,0.6423,0,4.586948
SHE,2,RE,6,1,18,0.94143,0,7.354058
SHE,2,RE,6,1,18,0.94143,0,-1.07723
SHE,2,RE,7,1,23,0.94143,0,22.72265
SHE,2,RE,8,2,26,1.0805,0.13904,8.885735
SHE,2,RE,9,3,27,1.1088,0.16739,1.427724
SHE,2,RE,10,4,30,1.4214,0.47994,2.054636
SHE,2,RE,9,4,24,1.3635,0.5963,-7.904943
SHE,2,RE,10,5,27,1.7787,1.0115,-7.886688
SHE,2,RE,11,5,31,1.9383,1.0115,-10.75063
SHE,2,RE,12,5,33,2.0533,1.0115,-1.893359
SHE,2,RE,7,4,21,1.1526,0.87241,6.094008
SHE,2,RE,7,3,21,1.1878,0.84406,-0.6637772
SHE,2,RE,7,2,21,1.2454,0.53151,13.12661
SHE,2,RE,7,1,20,1.129,0.41515,0.3274873
SHE,2,RE,7,1,20,1.129,0.41515,-1.1317
SHE,2,RE,9,3,24,1.2843,0.57047,3.152469
SHE,2,RE,9,3,24,1.2843,0.57047,-9.703157
SHE,2,RE,10,4,29,1.5134,0.7995,-4.933176
SHE,2,RE,10,4,29,1.2639,0.54999,-13.01466
SHE,2,RE,11,5,32,1.3908,0.67696,-0.6543791
SHE,2,RE,12,6,35,1.5085,0.79464,-11.98143
SHE,2,RE,5,5,17,0.76629,0.76629,9.109351
SHE,2,RE,5,5,17,0.76629,0.76629,5.095012
SHE,2,RE,6,5,24,1.0785,0.76629,7.584852
SHE,2,RE,6,4,25,1.2058,0.60065,-4.92891
SHE,2,RE,7,4,28,1.4142,0.60065,3.191188
SHE,2,RE,8,4,31,1.4931,0.60065,1.064568
SHE,2,RE,8,3,31,1.4931,0.47368,-5.220405
SHE,2,RE,8,2,32,1.3754,0.356,-5.641652
SHE,2,RE,8,2,32,1.3754,0.356,1.042655
SHE,2,RE,7,1,29,1.2485,0.22903,-1.594441
SHE,2,RE,7,1,25,1.0478,0.02835,1.032136
SHE,2,RE,8,2,28,1.1878,0.16835,0.9292978
SHE,2,RE,9,3,31,1.1878,0.16835,8.524392
SHE,2,RE,3,2,9,0.14,0.14,-0.4394711
SHE,2,RE,3,2,7,0.16393,0.16393,3.539623
SHE,2,RE,2,1,4,0.16393,0.16393,4.294057
SHE,2,RE,3,2,12,0.16393,0.16393,-2.828676
SHE,2,RE,1,1,8,-4.4409e-16,0,-4.528389
SHE,2,RE,1,1,3,0.29573,0.29573,-6.703155
SHE,2,RE,2,2,6,0.59482,0.59482,-6.879404
SHE,2,RE,1,1,3,0.29909,0.29909,0.9524657
SHE,2,RE,2,2,9,0.5759,0.5759,4.002356
SHE,2,RE,1,1,6,0.27681,0.27681,-7.244811
SHE,2,RE,2,2,10,0.74547,0.74547,-16.56679
SHE,2,RE,3,3,12,0.87245,0.87245,2.208456
SHE,2,RE,3,3,9,0.7891,0.7891,-17.85404
SHE,2,RE,2,2,7,0.66211,0.66211,7.82685
SHE,2,RE,3,3,13,0.85463,0.85463,3.606187
SHE,2,RE,3,3,13,0.85463,0.85463,-2.858992
SHE,2,RE,5,4,20,1.2407,1.109,-2.550059
SHE,2,RE,5,4,20,1.2407,1.109,-2.482037
SHE,2,RE,5,3,22,0.95309,0.64037,2.230315
SHE,2,RE,6,3,26,1.2501,0.64037,12.28508
SHE,2,RE,6,3,26,1.2501,0.64037,-5.273698
SHE,2,RE,7,3,32,1.5671,0.64037,3.123278
SHE,2,RE,6,2,29,1.3736,0.44691,11.72404
SHE,2,RE,6,2,29,1.3736,0.44691,4.643115
SHE,2,RE,7,3,35,1.592,0.66534,-1.717976
SHE,2,RE,7,3,32,1.5727,0.64596,0.790539
SHE,2,RE,6,2,27,1.3183,0.39156,5.05887
SHE,2,RE,7,3,32,1.6051,0.67839,-14.78191
SHE,2,RE,8,4,36,1.8292,0.90249,3.973838
SHE,2,RE,9,4,38,1.8292,0.90249,-2.496485
SHE,2,RE,9,4,38,1.8292,0.90249,0.9134159
SHE,2,RE,9,4,38,1.8292,0.90249,4.047563
SHE,2,RE,11,4,46,2.292,0.90249,15.07198
SHE,2,RE,10,3,43,2.1189,0.72935,-0.2059246
SHE,2,RE,11,3,47,2.343,0.72935,12.57067
SHE,2,RE,7,2,28,1.3657,0.51093,6.232537
SHE,2,RE,8,3,32,1.7353,0.88053,10.77232
SHE,2,RE,8,3,29,1.6624,0.8076,-1.538924
SHE,2,RE,9,4,34,1.6624,0.8076,-3.323081
SHE,2,RE,9,4,34,1.6624,0.8076,0.903133
SHE,2,RE,8,3,30,1.4383,0.5835,-15.71115
SHE,2,RE,3,3,9,0.21945,0.21945,-1.31149
SHE,2,RE,3,3,9,0.093761,0.093761,-2.478577
SHE,2,RE,4,4,12,0.3967,0.3967,-6.89649
SHE,2,RE,4,3,11,0.60689,0.3967,-10.38059
SHE,2,RE,4,3,11,0.9689,0.75872,2.150825
SHE,2,RE,4,3,14,1.2699,1.0597,-4.532218
SHE,2,RE,4,3,15,1.1275,0.91732,-13.7061
SHE,2,RE,4,3,15,1.1275,0.91732,2.48159
SHE,2,RE,3,3,11,0.54975,0.54975,-5.541763
SHE,2,RE,2,2,7,0.38922,0.38922,14.92827
SHE,2,RE,4,2,16,1.0624,0.38922,-6.291149
SHE,2,RE,4,2,16,1.0624,0.38922,-5.07193
SHE,2,RE,5,2,19,1.2757,0.38922,0.8380347
SHE,2,RE,5,1,22,1.5767,0.38922,11.09033
SHE,2,RE,5,1,22,1.5767,0.38922,-1.531505
SHE,2,RE,5,1,21,1.1875,0,2.585528
SHE,2,RE,5,1,21,1.1875,0,2.358367
SHE,2,RE,6,1,24,1.2671,0,4.7105
SHE,2,RE,7,1,28,1.2671,0,6.595662
SHE,2,RE,8,1,30,1.431,0,0.7008612
SHE,2,RE,9,1,36,1.8446,0,-0.16695
SHE,2,RE,9,1,36,1.8446,0,-1.846451
SHE,2,RE,10,2,41,1.8446,1.1102e-16,12.28639
SHE,2,RE,10,2,41,1.8446,1.1102e-16,-9.787969
SHE,2,RE,11,2,45,1.9937,1.1102e-16,-2.310993
SHE,2,RE,7,1,28,0.96576,1.1102e-16,-3.709993
SHE,2,RE,8,1,31,0.96576,1.1102e-16,-2.188581
SHE,2,RE,8,1,31,0.96576,1.1102e-16,-2.318137
SHE,2,RE,9,1,34,1.0541,1.1102e-16,11.62687
SHE,2,RE,10,2,36,1.2682,0.21404,-0.4829135
SHE,2,RE,11,3,38,1.5334,0.47932,-2.232361
SHE,2,RE,7,3,22,1.0369,0.63985,-3.22781
SHE,2,RE,7,3,22,1.0369,0.63985,-2.534728
SHE,2,RE,8,4,26,1.279,0.88199,-8.937183
SHE,2,RE,8,4,26,1.279,0.88199,-8.170506
SHE,2,RE,9,4,31,1.6711,0.88199,-3.000283
SHE,2,RE,5,3,19,1.334,0.66796,9.881301
SHE,2,RE,7,3,24,1.5424,0.66796,-4.992657
SHE,2,RE,7,3,24,1.5424,0.66796,-16.04788
SHE,2,RE,8,3,30,1.5424,0.66796,-4.430895
SHE,2,RE,8,3,30,1.5424,0.66796,2.810376
SHE,2,RE,7,2,28,1.2771,0.40267,6.1686
SHE,2,RE,7,2,26,1.2189,0.34443,10.30232
SHE,2,RE,8,3,30,1.2189,0.34443,0.08952607
SHE,2,RE,7,2,26,0.97674,0.10229,-5.943092
SHE,2,RE,8,3,30,1.2542,0.3797,-14.86927
SHE,2,RE,2,2,8,0.27741,0.27741,2.284781
SHE,2,RE,2,2,11,0.5942,0.5942,1.833595
SHE,2,RE,2,1,11,0.62521,0.31679,3.816784
SHE,2,RE,4,2,21,1.5625,0.78545,4.368072
SHE,2,RE,5,3,23,1.5625,0.78545,2.194178
SHE,2,RE,5,3,23,1.5625,0.78545,-12.20398
SHE,2,RE,6,4,28,1.7193,0.94224,7.943661
SHE,2,RE,7,5,32,1.7193,0.94224,-6.715145
SHE,2,RE,7,5,32,1.7193,0.94224,-0.03089207
SHE,2,RE,8,5,34,1.8832,0.94224,4.99619
SHE,2,RE,8,5,32,1.8627,0.9217,9.100587
SHE,2,RE,7,4,28,1.4422,0.45305,-10.90337
SHE,2,RE,6,4,22,1.2274,0.70689,1.127936
SHE,2,RE,6,4,22,1.2274,0.70689,3.08949
SHE,2,RE,7,3,25,1.6919,0.55009,3.907064
SHE,2,RE,7,3,25,1.6919,0.55009,-3.563041
SHE,2,RE,8,3,30,1.7001,0.55009,-4.814917
SHE,2,RE,7,2,26,1.7001,0.55009,-5.778921
SHE,2,RE,8,2,27,1.8224,0.55009,0.4381778
SHE,2,RE,8,1,23,1.5545,0.25384,-6.186495
SHE,2,RE,9,1,25,1.5885,0.25384,3.019727
SHE,2,RE,8,0,23,1.371,0,-2.53602
SHE,2,RE,9,1,26,1.3792,0.0082095,-1.448229
SHE,2,RE,9,1,26,1.3792,0.0082095,0.96904
SHE,2,RE,9,1,26,1.3792,0.0082095,-1.338522
SHE,2,RE,11,1,35,1.6661,0.0082095,-2.236136
SHE,2,RE,12,2,38,1.9766,0.31867,-0.4781896
SHE,2,RE,12,2,38,1.9766,0.31867,5.448381
SHE,2,RE,13,3,45,2.3182,0.66031,-2.740924
SHE,2,RE,13,3,45,2.3182,0.66031,5.292247
SHE,2,RE,5,3,22,0.97056,0.68368,6.979117
SHE,2,RE,5,3,22,0.97056,0.68368,-8.725459
SHE,2,RE,5,3,22,0.97056,0.68368,-11.37064
SHE,3,er,1,1,1,0.11542,0.11542,-0.3504897
SHE,3,er,2,2,2,0.34996,0.34996,-2.881308
SHE,3,er,4,4,5,0.94053,0.94053,9.755073
SHE,3,er,5,5,6,1.3114,1.3114,1.661896
SHE,3,er,3,3,4,0.96146,0.96146,-4.952419
SHE,3,er,3,3,4,0.96146,0.96146,-3.933931
SHE,3,er,3,3,7,0.96034,0.96034,-7.786519
SHE,3,er,3,3,11,1.2674,1.2674,0.6320355
SHE,3,er,2,2,10,0.89646,0.89646,5.027256
SHE,3,er,3,3,15,1.4203,1.4203,-11.29815
SHE,3,er,3,3,11,1.1378,1.1378,11.41666
SHE,3,er,4,4,13,1.5519,1.5519,3.789311
SHE,3,er,3,3,8,1.1037,1.1037,1.052925
SHE,3,er,2,1,4,0.5505,0.41407,3.19743
SHE,3,er,2,1,4,0.38704,0.25061,1.112175
SHE,3,er,4,1,6,0.71892,0.25061,6.121273
SHE,3,er,4,1,6,0.71892,0.25061,0.5478503
SHE,3,er,5,2,11,1.1007,0.63235,-11.09571
SHE,3,er,6,3,13,1.4312,0.96289,-6.094854
SHE,3,er,4,2,9,1.0442,0.71228,-19.89508
SHE,3,er,4,2,11,1.322,0.99009,-2.374686
SHE,3,er,5,3,14,1.7492,1.4174,9.168795
SHE,3,er,2,2,7,1.0356,1.0356,-6.693424
SHE,3,er,1,1,3,0.42727,0.42727,-7.717775
SHE,3,er,3,2,13,1.2843,0.83995,-0.7691178
SHE,3,er,3,2,11,1.1876,0.7433,-3.52228
SHE,3,er,3,2,11,1.1876,0.7433,-9.215742
SHE,3,er,2,1,4,0.77494,0.33063,-4.738181
SHE,3,er,3,2,5,1.448,1.0037,0.9896122
SHE,3,er,3,2,5,1.448,1.0037,5.287911
SHE,3,er,2,1,3,1.0879,0.67304,5.809404
SHE,3,er,2,1,3,0.52283,0.10801,0.4660176
SHE,3,er,3,2,7,0.92678,0.51197,-2.792154
SHE,3,er,3,2,7,0.92678,0.51197,1.127646
SHE,3,er,4,2,11,1.3774,0.51197,-8.60741
SHE,3,er,5,2,15,1.8219,0.51197,-3.488884
SHE,3,er,6,3,18,2.2252,0.91533,-0.7754489
SHE,3,er,6,3,18,2.2252,0.91533,-3.097202
SHE,3,er,7,3,21,2.6292,0.91533,8.704503
SHE,3,er,6,3,20,2.4011,1.102,1.090078
SHE,3,er,5,2,16,1.9972,0.69809,4.452641
SHE,3,er,5,2,16,1.9972,0.69809,-4.545008
SHE,3,er,6,3,21,2.5606,1.2615,-3.451287
SHE,3,er,6,3,21,2.5606,1.2615,6.147217
SHE,3,er,4,3,16,1.8224,1.4184,-1.720143
SHE,3,er,6,4,19,2.3931,1.7077,-0.8041799
SHE,3,er,6,4,19,2.3931,1.7077,0.9027442
SHE,3,er,6,4,16,2.3195,1.6342,-5.346374
SHE,3,er,4,3,11,1.6208,1.3394,10.92585
SHE,3,er,4,2,7,1.1728,0.77603,9.918995
