subj,txt_no,lang,CWred,CWnored,SYL,CLred,CLnored,mu_stat
KOZ,1,RE,1,1,2,0,0,-1.845112
KOZ,1,RE,3,3,5,0.11117,0.11117,-6.168144
KOZ,1,RE,3,3,5,0.23023,0.23023,-7.188663
KOZ,1,RE,2,2,3,0.11962,0.11962,-6.11324
KOZ,1,RE,1,1,6,0.37306,0.37306,-23.56124
KOZ,1,RE,2,2,12,0.56963,0.56963,-8.217862
KOZ,1,RE,2,2,8,0.20411,0.20411,5.541819
KOZ,1,RE,3,3,13,0.5182,0.5182,0.6017227
KOZ,1,RE,1,1,4,0.28601,0.28601,-18.79985
KOZ,1,RE,1,1,4,0.28601,0.28601,-5.607081
KOZ,1,RE,1,1,5,0.30446,0.30446,-5.436346
KOZ,1,RE,2,2,9,0.78239,0.78239,-5.738099
KOZ,1,RE,1,2,5,0.54148,0.47793,10.80945
KOZ,1,RE,1,2,5,0.54148,0.47793,-3.998284
KOZ,1,RE,2,3,8,0.42131,0.35776,-7.394387
KOZ,1,RE,2,3,8,0.42131,0.35776,-21.95127
KOZ,1,RE,2,2,8,0.33697,0.33697,7.772693
KOZ,1,RE,2,2,8,0.33697,0.33697,-5.973035
KOZ,1,RE,2,2,5,0.23562,0.23562,0.193001
KOZ,1,RE,3,3,7,0.39555,0.39555,-4.103589
KOZ,1,RE,3,3,9,0.41266,0.41266,12.52734
KOZ,1,RE,2,3,7,0.38946,0.23562,9.508986
KOZ,1,RE,2,3,8,0.3508,0.19696,20.32137
KOZ,1,RE,1,2,6,0.27511,0.12127,-1.549502
KOZ,1,RE,2,3,12,0.47269,0.31885,0.2124308
KOZ,1,RE,1,1,6,0.19758,0.19758,-13.71802
KOZ,1,RE,1,1,6,0.32003,0.32003,-2.967903
KOZ,1,RE,2,2,12,0.48868,0.48868,-32.09464
KOZ,1,RE,3,3,14,0.60371,0.60371,-5.726494
KOZ,1,RE,2,2,8,0.28368,0.28368,-4.476178
KOZ,1,RE,2,2,8,0.29761,0.29761,17.59343
KOZ,1,RE,1,1,6,0.18259,0.18259,4.768107
KOZ,1,RE,0,0,0,0,0,-4.709166
KOZ,1,RE,0,0,0,0,0,-4.823803
KOZ,1,RE,1,1,3,0.46357,0.46357,-5.050601
KOZ,1,RE,2,2,6,0.60646,0.60646,-15.65518
KOZ,1,RE,3,3,7,0.77039,0.77039,-10.54155
KOZ,1,RE,3,3,5,0.42184,0.42184,3.668864
KOZ,1,RE,3,3,7,0.63612,0.63612,1.71913
KOZ,1,RE,2,3,10,0.74993,0.47219,-3.105054
KOZ,1,RE,2,4,10,0.68374,0.22386,-11.12917
KOZ,1,RE,1,3,9,0.56872,0.10883,-14.55282
KOZ,1,RE,2,4,15,0.91158,0.45169,-3.640243
KOZ,1,RE,1,2,9,0.52501,0.34286,1.730694
KOZ,1,RE,1,2,9,0.52501,0.34286,-9.953473
KOZ,1,RE,2,2,8,0.40805,0.40805,-3.464273
KOZ,1,RE,3,3,10,0.47276,0.47276,1.777082
KOZ,1,RE,3,3,10,0.47276,0.47276,11.38022
KOZ,1,RE,2,3,8,0.3382,0.12941,-0.2544409
KOZ,1,RE,2,3,8,0.3382,0.12941,5.253057
KOZ,1,RE,2,3,8,0.3382,0.12941,13.14054
KOZ,1,RE,1,2,8,0.29794,0.089145,-25.51414
KOZ,1,RE,2,3,13,0.79938,0.59059,1.718626
KOZ,1,RE,3,4,16,1.0514,0.84265,4.309314
KOZ,1,RE,2,2,8,0.7535,0.7535,-25.85139
KOZ,1,RE,4,4,11,1.1039,1.1039,-11.01478
KOZ,1,RE,3,3,6,0.37551,0.37551,3.323196
KOZ,1,RE,2,2,6,0.23385,0.23385,10.97547
KOZ,1,RE,1,2,5,0.27934,0.20879,-5.292307
KOZ,1,RE,2,3,10,0.61861,0.54806,-15.31432
KOZ,1,RE,1,2,7,0.40982,0.33927,1.254643
KOZ,1,RE,2,3,11,0.61828,0.54773,-15.96889
KOZ,1,RE,2,2,7,0.42873,0.42873,0.01115903
KOZ,1,RE,1,1,3,0.22027,0.22027,-2.06265
KOZ,1,RE,3,3,9,0.40819,0.40819,-20.40157
KOZ,1,RE,3,4,11,0.5605,0.39048,-17.49019
KOZ,1,RE,2,3,8,0.55583,0.38582,-18.40245
KOZ,1,RE,1,1,3,0.18326,0.18326,-3.31021
KOZ,1,RE,2,2,8,0.50365,0.50365,3.636599
KOZ,1,RE,3,3,11,0.67659,0.67659,-11.70748
KOZ,1,RE,4,4,12,0.80628,0.80628,1.647722
KOZ,1,RE,4,4,8,0.59771,0.59771,-1.45543
KOZ,1,RE,3,3,5,0.42069,0.42069,-3.998934
KOZ,1,RE,3,3,8,0.41571,0.41571,0.6863402
KOZ,1,RE,3,3,8,0.41571,0.41571,-0.642275
KOZ,1,RE,3,3,12,0.40729,0.40729,15.96589
KOZ,1,RE,3,3,12,0.32383,0.32383,7.429127
KOZ,1,RE,3,3,9,0.2354,0.2354,5.769038
KOZ,1,RE,4,4,12,0.44128,0.44128,16.85115
KOZ,1,RE,2,3,6,0.43822,0.36981,-2.627572
KOZ,1,RE,3,4,8,0.73246,0.66405,-17.44186
KOZ,1,RE,2,2,4,0.4004,0.4004,-15.30879
KOZ,1,RE,4,4,8,0.83488,0.83488,4.811396
KOZ,1,RE,3,3,7,0.53334,0.53334,-5.461294
KOZ,1,RE,4,4,10,0.65367,0.65367,-0.8971298
KOZ,1,RE,3,3,8,0.28975,0.28975,-3.499011
KOZ,1,RE,1,1,3,0.12033,0.12033,-10.12045
KOZ,1,RE,2,2,9,0.52203,0.52203,13.88939
KOZ,1,RE,1,1,6,0.4017,0.4017,-5.443013
KOZ,1,RE,3,3,12,0.66512,0.66512,15.1544
KOZ,1,RE,3,3,9,0.26342,0.26342,-3.72962
KOZ,1,RE,1,1,3,2.2204e-16,0,-1.140885
KOZ,1,RE,2,2,10,0.40749,0.40749,-7.800272
KOZ,1,RE,1,1,7,0.40749,0.40749,11.97491
KOZ,1,RE,2,2,13,0.58855,0.58855,15.82872
KOZ,1,RE,2,2,10,0.64972,0.64972,-35.55761
KOZ,1,RE,3,3,12,0.7767,0.7767,-7.414213
KOZ,1,RE,3,3,7,0.65919,0.65919,-10.07307
KOZ,1,RE,3,3,7,0.65919,0.65919,-7.369273
KOZ,1,RE,3,3,9,0.4249,0.4249,-9.037107
KOZ,1,RE,2,2,7,0.29791,0.29791,4.936266
KOZ,1,RE,1,2,9,0.33037,0.23436,-7.669371
KOZ,1,RE,1,2,8,0.26466,0.16866,-6.589229
KOZ,1,RE,1,2,8,0.26466,0.16866,17.47451
KOZ,1,RE,1,1,3,0.12373,0.12373,-13.51484
KOZ,1,RE,0,0,0,1.1102e-16,1.1102e-16,-2.448771
KOZ,1,RE,0,0,0,1.1102e-16,1.1102e-16,5.251935
KOZ,1,RE,0,0,0,1.1102e-16,1.1102e-16,6.92993
KOZ,1,RE,1,1,2,0.039121,0.039121,17.26777
KOZ,1,RE,2,2,4,0.063527,0.063527,-22.60907
KOZ,1,RE,2,3,9,0.57697,0.2583,4.214734
KOZ,1,RE,3,4,10,0.94775,0.62908,1.722933
KOZ,1,RE,3,4,10,0.94775,0.62908,-8.791924
KOZ,1,RE,3,3,8,0.63954,0.63954,-9.091831
KOZ,1,RE,3,3,8,0.63954,0.63954,3.094051
KOZ,1,RE,3,3,9,0.95068,0.95068,1.793561
KOZ,1,RE,3,3,12,0.62751,0.62751,-10.31171
KOZ,1,RE,4,4,17,0.86032,0.86032,13.49008
KOZ,1,RE,4,4,13,0.98283,0.98283,9.718594
KOZ,1,RE,2,2,6,0.45886,0.45886,-13.47347
KOZ,1,RE,1,2,5,0.21443,0.16321,16.72051
KOZ,1,RE,2,3,8,0.34291,0.29169,-15.39
KOZ,1,RE,2,3,9,0.38854,0.33733,-16.9431
KOZ,1,RE,3,4,12,0.74142,0.6902,30.35044
KOZ,1,RE,3,3,8,0.696,0.696,-9.881037
KOZ,1,RE,3,3,10,0.65581,0.65581,-7.53985
KOZ,1,RE,2,2,7,0.30293,0.30293,-27.23881
KOZ,1,RE,2,2,11,0.61893,0.61893,-12.41241
KOZ,1,RE,2,2,11,0.61893,0.61893,23.31312
KOZ,1,RE,1,1,6,0.45028,0.45028,-12.28902
KOZ,1,RE,2,2,8,0.4894,0.4894,-14.24636
KOZ,1,RE,2,2,4,0.18133,0.18133,-7.06088
KOZ,1,RE,3,3,5,0.20968,0.20968,-17.40588
KOZ,1,RE,3,3,7,0.30757,0.30757,4.225281
KOZ,1,RE,2,2,5,0.16536,0.16536,-0.7680353
KOZ,1,RE,1,3,11,0.55608,0.13701,-20.18411
KOZ,1,RE,0,3,9,0.44347,0,1.632993
KOZ,1,RE,1,4,12,0.57807,0.13459,-17.78561
KOZ,1,RE,2,5,18,0.97382,0.53035,10.35701
KOZ,1,RE,2,5,18,0.97382,0.53035,-0.3144923
KOZ,1,RE,2,2,10,0.6915,0.6915,6.56104
KOZ,1,RE,2,3,12,0.98267,0.6915,-13.22691
KOZ,1,RE,2,4,15,1.153,0.6915,1.604683
KOZ,1,RE,2,4,13,1.0454,0.58396,-23.1392
KOZ,1,RE,2,4,13,1.0454,0.58396,21.64942
KOZ,1,RE,3,5,14,0.78623,0.32477,18.43718
KOZ,1,RE,3,5,14,0.78623,0.32477,-10.81135
KOZ,1,RE,3,3,10,0.44652,0.44652,-28.80861
KOZ,1,RE,3,3,11,0.64085,0.64085,-16.61946
KOZ,1,RE,3,3,14,0.87234,0.87234,-0.1957192
KOZ,1,RE,2,2,9,0.46238,0.46238,-3.229936
KOZ,1,RE,1,1,4,0.25984,0.25984,-10.06373
KOZ,1,RE,1,1,5,0.53341,0.53341,-8.315977
KOZ,1,RE,2,2,8,0.6546,0.6546,-11.64371
KOZ,1,RE,2,2,8,0.6546,0.6546,-2.830525
KOZ,1,RE,2,2,8,0.6546,0.6546,-2.274291
KOZ,1,RE,2,2,9,0.39338,0.39338,-8.297878
KOZ,1,RE,2,2,9,0.46266,0.46266,-11.09774
KOZ,1,RE,2,2,7,0.41493,0.41493,4.785837
KOZ,1,RE,2,2,7,0.3553,0.3553,-6.961988
KOZ,1,RE,2,2,6,0.13905,0.13905,8.699557
KOZ,1,RE,1,1,3,0.0082095,0.0082095,6.015357
KOZ,1,RE,2,3,10,0.24303,0.06343,2.940149
KOZ,1,RE,1,3,11,0.37861,0.05522,6.551345
KOZ,1,RE,0,1,4,0.14378,1.1102e-16,-1.455873
KOZ,1,RE,1,2,8,0.60177,0.45799,-12.63606
KOZ,1,RE,1,3,13,0.98172,0.45799,-3.370343
KOZ,1,RE,1,2,9,0.6757,0.29575,-5.895261
KOZ,1,RE,1,2,9,0.6757,0.29575,9.184473
KOZ,1,RE,1,2,9,0.6757,0.29575,-20.62873
KOZ,1,RE,0,0,0,4.4409e-16,0,-13.79836
KOZ,1,RE,1,1,1,0.02835,0.02835,6.940981
KOZ,1,RE,1,1,1,0.02835,0.02835,0.9384412
KOZ,1,RE,1,1,4,0.32607,0.32607,-2.634257
KOZ,1,RE,2,2,7,0.52041,0.52041,-8.498131
KOZ,1,RE,2,2,9,0.6248,0.6248,2.684313
KOZ,1,RE,2,2,9,0.6248,0.6248,1.093271
KOZ,1,RE,2,3,12,0.91235,0.6248,-7.780552
KOZ,1,RE,2,3,12,1.218,0.93048,-17.77124
KOZ,1,RE,2,3,12,0.95623,0.66869,-10.7745
KOZ,1,RE,2,2,11,0.40146,0.40146,-4.894283
KOZ,1,RE,2,2,7,0.52397,0.52397,-12.1003
KOZ,1,RE,1,1,2,0.29117,0.29117,14.4449
KOZ,1,RE,2,2,5,0.45781,0.45781,18.37605
KOZ,1,RE,2,2,7,0.2138,0.2138,24.35155
KOZ,1,RE,2,2,7,0.2138,0.2138,-13.59905
KOZ,1,RE,2,3,10,0.60478,0.2138,-12.17151
KOZ,1,RE,2,3,12,0.65278,0.2618,13.91028
KOZ,1,RE,2,3,12,0.65278,0.2618,-13.52856
KOZ,1,RE,2,3,12,0.65278,0.2618,-1.621461
KOZ,1,RE,3,4,11,0.8835,0.49252,-7.423261
KOZ,1,RE,3,4,11,0.8835,0.49252,10.64307
KOZ,1,RE,2,3,7,0.4532,0.44259,-10.19293
KOZ,1,RE,2,3,6,0.36761,0.357,-21.28542
KOZ,1,RE,2,3,5,0.41021,0.3996,4.73492
KOZ,1,RE,1,1,2,0.23567,0.23567,-1.277928
KOZ,1,RE,1,2,6,0.43848,0.17314,-10.25165
KOZ,1,RE,1,2,6,0.54275,0.27741,3.630064
KOZ,1,RE,2,3,10,0.85203,0.58669,8.669669
KOZ,1,RE,1,1,4,0.30928,0.30928,-2.719702
KOZ,1,RE,2,2,9,0.52807,0.52807,-20.80989
KOZ,1,RE,2,2,8,0.49729,0.49729,-12.46856
KOZ,1,RE,3,3,7,0.67919,0.67919,-9.523951
KOZ,1,RE,2,2,4,0.40069,0.40069,-2.260035
KOZ,1,RE,3,3,9,0.65455,0.65455,-12.77534
KOZ,1,RE,1,1,5,0.25386,0.25386,7.123764
KOZ,1,RE,1,1,1,0.02835,0.02835,3.437581
KOZ,1,RE,1,1,4,0.21231,0.21231,-0.7855794
KOZ,1,RE,2,2,5,0.37624,0.37624,8.972931
KOZ,1,RE,2,3,5,0.21405,0.16948,-2.756629
KOZ,1,RE,1,2,4,0.050122,0.0055497,-8.089751
KOZ,1,RE,2,3,9,0.34821,0.30364,-0.1445385
KOZ,1,RE,1,1,3,0.10172,0.10172,3.099641
KOZ,1,RE,3,3,9,0.52513,0.52513,15.33066
KOZ,1,RE,1,1,3,0.10172,0.10172,-8.341317
KOZ,1,RE,1,1,3,0.10172,0.10172,0.2477282
KOZ,1,RE,0,0,0,3.3307e-16,-1.1102e-16,-3.664836
KOZ,1,RE,0,0,0,3.3307e-16,-1.1102e-16,-8.450143
KOZ,1,RE,0,0,0,3.3307e-16,-1.1102e-16,2.946397
KOZ,1,RE,0,0,0,3.3307e-16,-1.1102e-16,1.252109
KOZ,1,RE,1,1,1,0.02835,0.02835,-9.887369
KOZ,1,RE,2,3,6,0.17067,0.16536,-18.96003
KOZ,1,RE,2,3,6,0.32685,0.32155,-7.832584
KOZ,1,RE,2,3,3,0.35377,0.34846,-7.764542
KOZ,1,RE,2,4,6,0.55021,0.34846,-2.317613
KOZ,1,RE,1,2,6,0.66003,0.46359,-3.586539
KOZ,1,RE,2,3,10,1.0686,0.87218,-20.59515
KOZ,1,RE,2,2,7,0.74694,0.74694,0.1368521
KOZ,1,RE,2,3,9,0.77134,0.74694,7.763855
KOZ,1,RE,1,2,5,0.36275,0.33835,11.92359
KOZ,1,RE,0,2,7,0.31238,0,-20.25038
KOZ,1,RE,1,3,8,0.71518,0.4028,6.448372
KOZ,1,RE,1,1,2,0.4175,0.4175,-7.352242
KOZ,1,RE,2,2,4,0.58356,0.58356,-1.981255
KOZ,1,RE,2,3,6,0.87473,0.58356,-16.35904
KOZ,1,RE,1,2,4,0.45723,0.16606,-1.978947
KOZ,1,RE,1,2,6,0.59381,0.30264,-13.37122
KOZ,1,RE,3,4,11,1.0044,0.7132,0.02538714
KOZ,1,RE,3,3,8,0.45831,0.45831,-13.97613
KOZ,1,RE,3,3,10,0.47616,0.47616,14.30417
KOZ,1,RE,1,1,4,0.16575,0.16575,-18.50792
KOZ,1,RE,2,2,8,0.32556,0.32556,-1.686369
KOZ,1,RE,1,1,4,0.16575,0.16575,-1.825223
KOZ,1,RE,0,0,0,4.4409e-16,0,-13.81478
KOZ,1,RE,1,1,2,0.0075385,0.0075385,-2.068088
KOZ,1,RE,2,2,6,0.20166,0.20166,-5.439443
KOZ,1,RE,2,3,9,0.5406,0.20166,4.834012
KOZ,1,RE,2,3,8,0.84519,0.50625,-13.18591
KOZ,1,RE,2,3,6,0.90011,0.56117,-4.104131
KOZ,1,RE,2,2,6,0.40567,0.40567,-2.837344
KOZ,1,RE,2,2,6,0.40567,0.40567,8.04493
KOZ,1,RE,2,2,5,0.30002,0.30002,-9.52413
KOZ,1,RE,2,2,5,0.34123,0.34123,2.932672
KOZ,1,RE,2,2,5,0.34123,0.34123,13.07116
KOZ,1,RE,1,2,11,0.44445,0.32318,26.83388
KOZ,1,RE,1,2,11,0.44445,0.32318,-23.90594
KOZ,1,RE,1,1,2,0.29125,0.29125,-8.141378
KOZ,1,RE,0,0,0,4.4409e-16,0,-3.623606
KOZ,1,RE,1,1,1,0.02835,0.02835,-9.11025
KOZ,1,RE,3,3,6,0.40459,0.40459,-11.41313
KOZ,1,RE,3,3,7,0.38378,0.38378,-11.35977
KOZ,1,RE,3,3,7,0.40987,0.40987,4.193634
KOZ,1,RE,1,1,4,0.2384,0.2384,3.953872
KOZ,1,RE,1,1,4,0.25901,0.25901,-16.38077
KOZ,1,RE,2,2,6,0.47673,0.47673,-8.087369
KOZ,1,RE,2,2,5,0.27294,0.27294,6.498456
KOZ,1,RE,3,3,7,0.69044,0.69044,5.341856
KOZ,1,RE,2,3,7,0.63878,0.47272,-13.01761
KOZ,1,RE,2,3,7,0.79061,0.62455,15.97747
KOZ,1,RE,3,4,13,0.91189,0.74582,0.155996
KOZ,1,RE,1,2,8,0.16584,0.12127,-12.16168
KOZ,1,RE,1,2,8,0.16584,0.12127,-7.371582
KOZ,1,RE,1,2,6,0.40562,0.36104,-4.917784
KOZ,1,RE,1,2,6,0.40562,0.36104,-1.735609
KOZ,1,RE,2,3,7,0.43397,0.38939,-1.439232
KOZ,1,RE,2,2,4,0.56204,0.56204,0.3380113
KOZ,1,RE,2,2,4,0.69762,0.69762,-2.328916
KOZ,1,RE,3,3,9,0.91054,0.91054,1.673341
KOZ,1,RE,1,1,5,0.21292,0.21292,-14.60567
KOZ,1,RE,2,2,8,0.35923,0.35923,0.1554629
KOZ,1,RE,2,2,3,0.24926,0.24926,-10.63205
KOZ,1,RE,3,3,6,0.57801,0.57801,4.680093
KOZ,1,RE,1,2,3,0.37333,0.32876,-4.631206
KOZ,1,RE,2,3,6,0.6654,0.62083,12.59052
KOZ,1,RE,2,3,6,0.82846,0.78389,11.26692
KOZ,1,RE,1,1,3,0.49182,0.49182,10.61642
KOZ,1,RE,1,1,3,0.49182,0.49182,20.52734
KOZ,1,RE,1,1,6,0.12127,0.12127,9.287147
KOZ,1,RE,1,1,5,0.32318,0.32318,10.27674
KOZ,1,RE,1,1,2,0.29125,0.29125,14.46245
KOZ,1,RE,3,3,8,0.59102,0.59102,-0.4358148
KOZ,1,RE,1,1,4,0.21155,0.21155,0.4737858
KOZ,1,RE,1,1,2,0.12829,0.12829,-1.683002
KOZ,1,RE,2,2,6,0.39017,0.39017,-3.642605
KOZ,1,RE,2,2,7,0.46003,0.46003,-16.55984
KOZ,1,RE,1,1,3,0.19815,0.19815,2.501375
KOZ,1,RE,2,2,7,0.53134,0.53134,-6.032194
KOZ,1,RE,1,2,6,0.4754,0.33319,2.618499
KOZ,1,RE,1,2,6,0.38048,0.23827,-5.608973
KOZ,1,RE,2,3,11,0.52807,0.38586,11.10584
KOZ,1,RE,2,2,8,0.30752,0.30752,22.35095
KOZ,1,RE,1,1,3,0.15993,0.15993,-4.429193
KOZ,1,RE,2,2,8,0.33697,0.33697,-9.213875
KOZ,1,RE,1,2,4,0.28227,0.15993,-1.540128
KOZ,1,RE,2,3,6,0.4462,0.32386,-11.97527
KOZ,1,RE,2,3,6,0.51915,0.39681,-3.419066
KOZ,1,RE,2,2,5,0.46542,0.46542,-17.50175
KOZ,1,RE,3,3,10,0.64576,0.64576,-23.23478
KOZ,1,RE,3,3,9,0.78045,0.78045,-9.495094
KOZ,1,RE,2,2,7,0.54791,0.54791,4.675728
KOZ,1,RE,2,2,8,0.53622,0.53622,24.03512
KOZ,1,RE,2,2,11,0.40146,0.40146,-11.44708
KOZ,1,RE,3,3,16,0.75862,0.75862,2.740285
KOZ,1,RE,3,3,16,0.75862,0.75862,-6.306724
KOZ,1,RE,3,3,13,0.80202,0.80202,-4.864462
KOZ,1,RE,2,2,6,0.21959,0.21959,-6.375633
KOZ,1,RE,2,2,4,0.2404,0.2404,7.773927
KOZ,1,RE,4,4,9,0.62421,0.62421,-16.47949
KOZ,1,RE,3,3,6,0.41216,0.41216,-11.78793
KOZ,1,RE,3,3,10,0.59673,0.59673,-3.900184
KOZ,1,RE,2,2,8,0.46808,0.46808,-0.9063063
KOZ,1,RE,2,2,5,0.25516,0.25516,2.686417
KOZ,1,RE,1,1,2,4.4409e-16,0,-25.27237
KOZ,1,RE,1,1,5,0.23032,0.23032,-9.674279
KOZ,1,RE,1,1,5,0.23032,0.23032,6.269181
KOZ,1,RE,1,1,5,0.23032,0.23032,-3.07577
KOZ,1,RE,1,1,9,0.29045,0.29045,14.04092
KOZ,1,RE,1,1,9,0.29045,0.29045,11.89496
KOZ,1,RE,1,1,5,0.13717,0.13717,-0.7628325
KOZ,1,RE,1,1,5,0.13717,0.13717,6.507245
KOZ,1,RE,1,1,6,0.2301,0.2301,8.915259
KOZ,1,RE,0,1,2,0.044573,0,5.936834
KOZ,1,RE,1,2,5,0.38259,0.33802,-19.16794
KOZ,1,RE,2,3,7,0.62608,0.5815,-8.843022
KOZ,1,RE,1,2,5,0.38259,0.33802,-13.97273
KOZ,1,RE,3,4,15,0.7437,0.69913,20.76448
KOZ,1,RE,2,2,10,0.36111,0.36111,-0.2492474
KOZ,1,RE,2,2,10,0.36111,0.36111,6.997148
KOZ,1,RE,2,2,8,0.26816,0.26816,-3.652603
KOZ,1,RE,1,1,5,0.22249,0.22249,-15.49571
KOZ,1,RE,1,1,5,0.22249,0.22249,10.02188
KOZ,1,RE,0,0,0,4.4409e-16,0,11.18951
KOZ,1,RE,1,1,1,0.16393,0.16393,8.833488
KOZ,1,RE,1,1,1,0.16393,0.16393,-5.330009
KOZ,1,RE,2,3,6,0.58079,0.26401,-1.633106
KOZ,1,RE,2,3,6,0.58079,0.26401,11.87441
KOZ,1,RE,3,4,12,0.83146,0.51467,3.27089
KOZ,1,RE,3,4,12,0.83146,0.51467,-9.392138
KOZ,1,RE,3,4,12,0.83146,0.51467,-0.9235163
KOZ,1,RE,3,3,12,0.59163,0.59163,-21.52751
KOZ,1,RE,3,4,10,0.37062,0.36532,-7.645414
KOZ,1,RE,3,4,12,0.50968,0.50437,7.76757
KOZ,1,RE,2,3,9,0.34975,0.34444,22.11355
KOZ,1,RE,3,4,13,0.52346,0.51815,-7.316856
KOZ,1,RE,4,5,9,0.37884,0.37353,-14.14063
KOZ,1,RE,2,2,5,0.20162,0.20162,-10.45747
KOZ,1,RE,2,2,8,0.37368,0.37368,2.537549
KOZ,1,RE,2,2,7,0.23482,0.23482,23.33397
KOZ,1,RE,1,1,3,0.20161,0.20161,-12.7506
KOZ,1,RE,1,1,3,0.20161,0.20161,-9.343171
KOZ,1,RE,1,1,3,0.20161,0.20161,27.1177
KOZ,1,RE,2,2,8,0.28489,0.28489,10.38273
KOZ,1,RE,2,2,8,0.28489,0.28489,-15.00691
KOZ,1,RE,3,3,13,0.55044,0.55044,9.078204
KOZ,1,RE,3,3,13,0.55044,0.55044,15.58518
KOZ,1,RE,2,2,6,0.29389,0.29389,9.568622
KOZ,1,RE,3,3,10,0.56105,0.56105,7.355708
KOZ,1,RE,2,2,5,0.2955,0.2955,5.559312
KOZ,1,RE,1,1,5,0.37622,0.37622,-12.70843
KOZ,1,RE,1,2,10,0.60691,0.37622,-18.32002
KOZ,1,RE,1,2,10,0.71989,0.4892,-15.73218
KOZ,1,RE,1,2,10,0.71989,0.4892,0.8028642
KOZ,1,RE,2,3,13,0.96368,0.73299,-23.75292
KOZ,1,RE,1,1,3,0.24379,0.24379,-17.17186
KOZ,1,RE,0,0,0,4.4409e-16,0,17.71352
KOZ,1,RE,2,2,9,0.34819,0.34819,18.54599
KOZ,1,RE,2,2,3,0.26396,0.26396,24.4683
KOZ,1,RE,1,1,1,0.12969,0.12969,-11.15898
KOZ,1,RE,1,1,4,0.26172,0.26172,3.866957
KOZ,1,RE,2,2,9,0.48173,0.48173,-7.827158
KOZ,1,RE,1,1,5,0.22,0.22,-3.515104
KOZ,1,RE,3,3,11,0.34699,0.34699,9.951276
KOZ,1,RE,3,3,10,0.31066,0.31066,-15.26004
KOZ,1,RE,2,2,5,0.31066,0.31066,-6.831327
KOZ,1,RE,2,2,5,0.31066,0.31066,-21.65626
KOZ,1,RE,2,2,2,0.15534,0.15534,-14.76028
KOZ,1,RE,2,2,4,0.17123,0.17123,-12.24614
KOZ,1,RE,2,2,4,0.30681,0.30681,-7.002249
KOZ,1,RE,2,2,4,0.30681,0.30681,-17.28808
KOZ,1,RE,2,2,8,0.4861,0.4861,-1.519397
KOZ,1,RE,2,3,11,0.65387,0.56566,-12.27407
KOZ,1,RE,2,3,8,0.49835,0.41014,3.091066
KOZ,1,RE,1,2,6,0.25486,0.16665,-8.01635
KOZ,1,RE,2,3,9,0.41479,0.32658,10.96464
KOZ,1,RE,2,2,8,0.33697,0.33697,-10.49552
KOZ,1,RE,1,1,3,0.15993,0.15993,2.154266
KOZ,1,RE,1,1,5,0.17917,0.17917,-12.12675
KOZ,1,RE,2,2,9,0.31703,0.31703,-0.9500321
KOZ,1,RE,2,2,9,0.31703,0.31703,10.59293
KOZ,1,RE,2,2,10,0.3742,0.3742,-19.97689
KOZ,1,RE,1,1,6,0.23634,0.23634,4.157015
KOZ,1,RE,2,2,10,0.42851,0.42851,5.267133
KOZ,1,RE,1,1,4,0.19217,0.19217,8.186004
KOZ,1,RE,1,1,4,0.19217,0.19217,1.359225
KOZ,1,RE,2,2,7,0.26993,0.26993,1.356365
KOZ,1,RE,1,1,3,0.077753,0.077753,-15.55364
KOZ,1,RE,3,3,7,0.26371,0.26371,-2.601579
KOZ,1,RE,3,3,8,0.46278,0.46278,8.749042
KOZ,1,RE,2,2,8,0.54731,0.54731,9.504391
KOZ,1,RE,2,2,6,0.43473,0.43473,1.533436
KOZ,1,RE,2,2,3,0.27606,0.27606,-4.898829
KOZ,1,RE,2,2,5,0.12002,0.12002,-22.97017
KOZ,1,RE,3,3,8,0.36188,0.36188,-3.416956
KOZ,1,RE,2,3,10,0.58855,0.25006,11.23888
KOZ,1,RE,2,3,8,0.79124,0.45275,0.1780458
KOZ,1,RE,3,4,10,0.95117,0.61268,2.054793
KOZ,1,RE,2,3,7,0.70932,0.37083,0.1965371
KOZ,1,RE,3,4,12,0.88636,0.54787,-4.787414
KOZ,1,RE,3,3,10,0.59163,0.59163,0.3122166
KOZ,1,RE,3,3,7,0.51467,0.51467,9.441642
KOZ,1,RE,3,3,11,0.5506,0.5506,4.793908
KOZ,1,RE,4,4,12,0.67759,0.67759,-19.63112
KOZ,1,RE,4,4,13,0.42293,0.42293,6.832052
KOZ,1,RE,2,3,10,0.7193,0.32285,-10.20132
KOZ,1,RE,2,3,11,0.75806,0.36161,-14.89961
KOZ,1,RE,1,2,5,0.5622,0.16575,-5.800777
KOZ,1,RE,1,2,5,0.5622,0.16575,9.652862
KOZ,1,RE,2,3,11,0.8729,0.47644,-0.8007259
KOZ,1,RE,1,1,6,0.31069,0.31069,-20.95406
KOZ,1,RE,2,2,12,0.65325,0.65325,35.5387
KOZ,1,RE,2,2,9,0.65406,0.65406,16.67723
KOZ,1,RE,1,1,3,0.3115,0.3115,-5.649364
KOZ,1,RE,2,3,7,0.46178,0.41166,12.71478
KOZ,1,RE,2,3,7,0.46178,0.41166,-0.2475717
KOZ,1,RE,3,4,10,0.9736,0.92347,15.68475
KOZ,1,RE,3,4,12,0.71777,0.66764,-17.26396
KOZ,1,RE,3,4,12,0.71777,0.66764,0.6746522
KOZ,1,RE,3,3,11,0.4135,0.4135,20.84706
KOZ,1,RE,2,2,7,0.26322,0.26322,-4.873531
KOZ,1,RE,1,1,5,0.25767,0.25767,4.514066
